CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OTHER_CNT,OTHER_0_4,OTHER_5_14,OTHER_15_19,OTHER_20_24,OTHER_25_34,OTHER_35_44,OTHER_45_54,OTHER_55_64,OTHER_65_74,OTHER_75
Residential,1,HPK,HIGHLAND PARK,CENTRE,BUILT-OUT,1950s,2019,,3838,2277,325,0,0,645,0,0,786,190,107,84,1104,823,402,45,520,24,0,460,0,2,1,0,0,0,0,0,453,70,656,62,1,2,4,302,0,484,122,5,25,3,354,214,887,39,5,1,0,0,0,0,0,0,0,0,40,0,65,5,0,0,1,2,0,0,0,0,0,0,18,0,46,4,2,0,3,743,361,1697,68,6,0,3,734,725,241,195,11,1986,1846,142,167,52,119,364,456,264,243,117,62,140,155,39,98,413,342,221,216,112,110,282,322,91,217,777,798,485,459,229,172,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BNK,BANKVIEW,CENTRE,BUILT-OUT,INNER CITY,2019,,5256,3531,165,0,0,826,0,0,1370,172,240,50,1699,483,115,50,2443,244,0,195,0,0,1,0,0,0,0,21,2290,381,3388,126,0,0,6,142,14,219,40,0,2,0,89,44,180,12,10,0,0,0,0,0,0,0,0,0,38,0,60,7,5,0,0,1,0,9,0,0,0,2,228,107,437,8,5,1,2,441,280,963,35,5,0,1,1723,1153,224,122,6,2686,2553,84,116,44,185,902,638,335,235,117,30,83,110,43,211,966,534,269,183,109,45,167,226,87,396,1868,1172,604,418,226,75,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SHG,SHAGANAPPI,CENTRE,BUILT-OUT,1950s,2019,,1626,855,63,0,0,338,0,0,379,75,24,33,344,367,127,8,228,38,0,84,0,0,0,0,0,3,0,18,203,44,324,7,0,0,0,66,0,106,17,0,1,0,110,57,311,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,9,2,0,0,0,31,15,56,7,0,0,3,329,222,820,24,8,0,3,228,300,95,106,9,817,800,41,71,27,72,228,142,85,94,38,19,43,61,29,63,222,146,100,71,40,25,84,132,56,135,450,288,185,165,78,44,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EYA,ELBOYA,CENTRE,BUILT-OUT,1950s,2019,,1754,771,90,0,0,383,0,0,387,47,38,23,271,471,11,0,249,20,0,18,0,0,0,1,0,1,0,0,229,12,424,15,0,0,0,15,0,25,2,0,1,0,10,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,0,0,0,17,0,32,3,0,0,0,419,371,1198,38,4,6,2,152,277,115,142,0,893,859,53,111,52,52,109,158,132,120,74,32,47,126,56,40,95,145,121,106,80,43,100,237,108,92,204,303,253,226,154,75,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SNA,SUNALTA,CENTRE,BUILT-OUT,INNER CITY,2019,,3239,2165,71,0,0,451,0,0,861,99,95,132,978,238,13,4,1684,88,0,133,0,4,0,0,0,1,0,10,1564,297,2366,89,0,0,7,103,0,156,17,0,0,0,10,6,20,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,0,31,0,0,0,1,84,49,172,3,0,0,7,204,99,481,18,4,0,5,1054,719,112,86,0,1692,1532,50,64,24,55,495,600,255,98,41,10,43,62,17,72,564,458,201,71,32,12,93,126,41,127,1066,1058,456,169,73,22,7,0,0,0,0,7,0,0,0,0,0
Residential,1,GAW,GARRISON WOODS,CENTRE,BUILT-OUT,INNER CITY,2019,,3116,1427,142,0,0,1025,0,0,771,164,147,96,248,426,212,0,469,304,0,10,0,0,4,1,1,0,0,0,450,244,584,17,0,0,0,8,0,11,2,0,0,0,199,159,459,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,156,4,0,0,0,289,247,644,15,0,0,0,413,375,1261,11,1,0,6,506,440,158,246,8,1386,1716,68,184,85,45,158,207,252,160,112,115,88,219,78,39,186,236,281,194,153,242,156,403,163,84,344,443,533,354,265,357,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2019,,4962,2503,411,0,0,1406,0,0,1133,196,161,88,925,1035,642,47,462,155,0,162,0,0,0,0,0,0,0,0,357,103,522,36,68,0,2,130,0,182,29,0,0,1,584,453,1519,25,29,0,0,0,0,0,0,0,0,0,34,18,71,11,2,0,0,0,0,0,0,0,0,3,142,86,307,6,4,0,6,957,746,2361,42,22,0,0,637,860,348,333,21,2525,2409,173,264,92,105,442,573,360,285,169,62,145,233,80,115,492,520,311,271,159,83,318,497,172,220,934,1099,677,556,328,145,12,0,0,0,0,0,6,6,0,0,0
Residential,1,BNF,BANFF TRAIL,CENTRE,BUILT-OUT,1950s,2019,,4153,1949,193,0,0,649,0,0,962,119,129,32,703,997,286,11,120,14,0,513,0,0,1,0,0,7,0,0,114,0,174,6,0,0,3,410,15,791,78,1,21,0,252,145,707,15,19,0,0,0,0,0,0,0,0,0,8,0,15,3,0,0,0,1,0,0,7,0,0,0,6,0,19,3,5,0,2,935,489,2445,45,9,3,8,442,617,358,276,23,2255,1845,85,167,88,439,651,299,197,166,105,58,84,146,89,298,423,261,186,162,114,82,169,313,177,768,1090,560,383,328,219,140,47,0,0,0,31,16,0,0,0,0,0
Residential,1,POI,POINT MCKAY,CENTRE,BUILT-OUT,1960s/1970s,2019,,1343,846,29,0,0,605,0,0,506,88,63,20,169,0,24,0,312,510,0,0,0,0,0,0,0,0,0,0,291,198,421,21,0,0,0,0,0,0,0,0,0,1,22,21,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,386,871,29,0,0,0,0,0,0,0,0,0,0,377,323,63,25,0,617,723,19,23,10,21,112,83,69,120,99,61,27,24,8,21,119,95,79,138,129,83,46,47,18,42,231,178,148,258,228,144,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ING,INGLEWOOD,CENTRE,BUILT-OUT,INNER CITY,2019,,4024,2387,243,0,0,1154,0,0,1151,177,166,41,852,840,140,4,912,331,0,136,1,18,3,0,0,2,0,5,785,249,1071,56,55,0,8,103,14,144,18,0,7,0,128,62,300,8,3,0,0,0,0,0,0,0,0,0,3,0,6,1,0,0,13,9,0,49,1,0,0,0,319,236,657,12,0,0,7,794,593,1784,26,9,2,24,912,830,245,140,9,1984,2010,106,133,56,66,421,416,299,292,137,58,105,133,45,77,483,379,270,309,138,71,211,266,101,143,915,801,569,601,275,129,17,0,0,0,0,11,6,0,0,0,0
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,BUILT-OUT,INNER CITY,2019,,6835,3988,485,0,0,1364,0,0,1943,339,174,67,1465,869,118,45,2490,226,0,222,0,11,1,4,0,2,0,14,2225,667,3424,155,92,1,2,156,12,224,38,1,15,0,102,63,244,9,2,0,0,0,0,0,0,0,0,0,35,17,62,4,6,0,4,14,0,667,0,0,0,7,179,72,316,11,1,28,10,798,533,1894,32,16,3,18,1705,1245,304,234,16,3273,3549,217,226,45,114,832,617,376,358,274,214,200,206,53,162,903,599,311,344,408,363,417,432,98,276,1741,1216,687,702,682,577,6,0,0,0,0,6,0,0,0,0,0
Industrial,2,BUR,BURNS INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2019,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,KIL,KILLARNEY/GLENGARRY,CENTRE,BUILT-OUT,1950s,2019,,7685,3927,672,0,0,1952,0,0,1819,337,232,106,1431,1315,867,70,543,740,0,388,0,0,3,0,0,1,0,4,510,136,807,28,0,1,5,286,17,479,70,2,21,5,782,559,2018,49,28,1,0,0,0,0,0,0,0,0,58,19,98,7,5,0,1,2,0,43,1,0,0,2,663,383,1367,51,20,0,7,1200,838,2871,70,23,1,4,1055,1389,570,459,22,3803,3857,266,354,112,188,864,826,495,389,204,105,286,335,131,191,944,789,443,396,205,137,552,689,243,379,1808,1615,938,793,409,242,8,0,0,0,0,0,0,0,8,0,0
Industrial,2,HIF,HIGHFIELD,CENTRE,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,BUILT-OUT,INNER CITY,2019,,6620,3882,356,0,0,1225,0,0,1836,325,501,93,1127,1119,103,25,2208,267,0,149,0,8,1,1,0,1,0,20,2093,359,3118,85,2,4,0,119,0,167,18,1,7,2,92,51,213,8,1,0,0,0,0,0,0,0,0,0,17,0,34,4,4,0,0,9,0,177,1,1,0,1,250,126,495,11,4,0,9,1048,689,2415,33,12,2,11,1688,1380,320,217,18,3312,3282,148,198,78,160,992,709,357,348,187,135,146,180,77,224,942,590,359,336,224,204,294,378,155,384,1942,1299,716,684,411,339,8,0,0,0,0,8,0,0,0,0,0
Residential,1,SSD,SUNNYSIDE,CENTRE,BUILT-OUT,INNER CITY,2019,,4230,2626,132,0,0,780,0,0,1422,163,192,48,801,493,44,17,1810,188,0,72,0,2,0,0,0,0,0,11,1739,377,2543,52,3,0,2,55,0,70,11,0,3,0,42,27,109,2,0,0,0,0,0,0,0,0,0,0,15,10,32,2,0,0,0,2,0,0,0,0,0,0,184,82,422,4,0,0,3,458,284,1052,25,2,2,2,1269,897,200,120,7,2057,2140,75,101,39,163,697,416,209,196,127,34,64,122,46,219,745,396,200,193,106,49,139,223,85,388,1458,812,409,389,233,83,22,0,0,0,6,16,0,0,0,0,0
Residential,1,RMT,ROSEMONT,CENTRE,BUILT-OUT,1950s,2019,,1254,569,26,0,0,314,0,0,270,70,29,11,189,309,173,0,19,0,0,68,0,0,0,0,0,0,0,0,19,0,30,0,0,0,0,62,0,101,5,1,0,0,166,66,353,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,248,770,4,2,1,0,141,216,98,88,0,628,623,20,71,12,38,142,99,77,92,46,31,21,79,15,44,109,86,81,88,44,56,41,150,27,82,251,185,158,180,90,87,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BRT,BRITANNIA,CENTRE,BUILT-OUT,1950s,2019,,690,313,0,0,0,226,0,0,171,20,21,24,77,256,0,0,57,0,0,0,0,0,0,0,0,0,0,0,52,13,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,213,620,7,7,5,0,66,125,28,64,0,340,345,0,39,28,23,25,25,48,79,53,20,8,35,23,20,24,30,55,72,56,22,8,74,51,43,49,55,103,151,109,42,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,BUILT-OUT,CENTRE CITY,2019,,2785,2061,147,0,0,561,0,0,765,127,147,32,990,3,0,0,2055,0,0,0,0,0,1,0,0,2,0,53,1611,561,2776,133,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,731,672,138,64,0,1452,1326,75,50,26,57,466,293,157,158,111,59,76,78,18,79,423,217,142,153,95,45,151,128,44,136,889,510,299,311,206,104,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WHL,WEST HILLHURST,CENTRE,BUILT-OUT,INNER CITY,2019,,6447,3086,517,0,0,1631,0,0,1647,255,235,125,822,1510,613,29,520,192,0,214,0,7,0,0,0,1,0,4,468,64,635,48,0,0,0,163,6,261,43,0,7,2,567,399,1496,26,13,1,0,0,0,0,0,0,0,2,26,0,38,1,0,0,0,7,0,8,1,0,0,4,168,100,354,5,14,1,10,1392,1062,3655,65,25,2,8,808,997,476,473,32,3188,3233,208,418,142,171,508,563,463,372,236,107,222,364,110,168,514,594,478,392,257,134,430,782,252,339,1028,1157,941,764,493,241,6,0,0,0,0,6,0,0,0,0,0
Residential,1,SCA,SCARBORO,CENTRE,BUILT-OUT,INNER CITY,2019,,931,339,54,0,0,278,0,0,223,19,19,19,59,329,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,319,278,916,5,1,0,1,37,123,57,105,0,481,448,29,91,27,19,36,65,80,73,41,20,21,73,28,16,39,59,79,78,36,19,50,164,55,35,75,124,159,151,77,39,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,CENTRE,N/A,EMPLOYMENT,2019,,225,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,75,128,0,0,0,0,13,12,0,0,24,26,0,0,0,0,0,0,0,0,55,73,0,0,0,0,13,12,0,0,79,99,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EAU,EAU CLAIRE,CENTRE,BUILT-OUT,CENTRE CITY,2019,,2030,1355,6,0,0,677,0,0,527,99,66,68,595,1,0,2,1309,42,0,0,0,0,0,0,0,1,0,12,1126,657,1973,75,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,23,20,51,0,0,0,0,1,0,0,0,0,0,1,386,683,62,16,0,1017,1009,19,13,12,13,80,120,303,249,139,69,16,14,13,19,105,109,293,226,128,86,35,27,25,32,185,229,596,475,267,155,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EPK,ELBOW PARK,CENTRE,BUILT-OUT,INNER CITY,2019,,3342,1195,193,0,0,1034,0,0,783,79,70,112,151,1182,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1122,1034,3331,27,10,1,0,145,387,166,390,35,1677,1651,96,270,132,105,71,199,263,292,160,89,84,293,120,68,85,224,272,282,143,80,180,563,252,173,156,423,535,574,303,169,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RAM,RAMSAY,CENTRE,BUILT-OUT,INNER CITY,2019,,2158,1135,143,0,0,552,0,0,476,69,150,19,418,751,94,3,54,50,0,176,0,5,2,0,0,0,0,0,50,0,54,4,0,0,1,150,21,212,15,0,7,1,89,39,219,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,9,0,0,1,1,47,0,128,2,0,0,7,699,492,1528,24,3,7,7,370,405,143,113,8,1123,1021,78,81,33,34,236,240,179,149,72,21,64,89,40,36,232,224,137,107,64,28,142,170,73,70,468,464,316,256,136,49,0,0,0,0,0,0,0,0,0,0,0
Residential,1,REN,RENFREW,CENTRE,BUILT-OUT,INNER CITY,2019,,6582,3479,491,0,0,1718,0,0,1715,439,285,61,979,1436,286,8,898,491,0,354,0,4,1,1,0,0,0,1,862,305,1314,32,0,1,5,273,10,379,43,0,28,0,251,162,658,17,16,1,0,0,0,0,0,0,0,0,8,0,20,0,0,0,2,2,0,10,1,0,0,0,462,320,952,22,7,0,5,1341,921,3248,54,22,2,6,1181,1197,425,367,26,3235,3338,203,286,85,127,791,728,448,354,154,59,212,305,104,151,817,718,419,352,159,101,415,591,189,278,1608,1446,867,706,313,160,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,BUILT-OUT,CENTRE CITY,2019,,3893,2699,36,0,0,589,0,0,1081,193,231,32,1158,0,0,1,2680,14,0,0,1,0,0,0,0,3,0,153,1998,581,2888,284,223,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,988,1,0,1,3,8,8,16,2,0,0,0,0,0,0,0,0,0,4,1250,646,84,24,0,2301,1574,43,16,22,184,698,467,207,263,285,116,41,24,29,135,515,225,160,171,185,89,84,40,51,319,1219,692,367,434,470,205,6,0,0,0,0,6,0,0,0,0,0
Residential,1,RDL,ROSEDALE,CENTRE,BUILT-OUT,INNER CITY,2019,,1560,625,75,0,0,471,0,0,421,42,29,22,111,572,0,0,36,4,0,12,0,0,0,0,1,0,0,0,35,0,47,1,0,0,0,9,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,2,549,471,1492,6,8,0,1,101,240,100,146,6,781,768,32,100,52,29,75,102,108,144,105,34,33,100,53,33,67,111,112,144,82,33,65,200,105,62,142,213,220,288,187,67,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HIL,HILLHURST,CENTRE,BUILT-OUT,INNER CITY,2019,,6558,3011,403,0,0,1371,0,0,1587,210,192,57,965,991,303,107,1352,113,0,133,1,3,3,1,0,4,0,2,1255,338,2017,94,0,0,2,101,0,148,27,0,3,2,291,228,761,9,0,0,0,0,0,0,0,0,0,0,102,6,131,5,0,0,0,11,0,843,1,0,0,0,105,55,232,4,4,0,4,944,744,2414,28,8,0,12,1003,1116,352,321,14,3231,3302,173,282,86,391,720,589,405,337,189,59,182,237,81,311,830,609,432,354,189,77,355,519,167,702,1556,1198,837,691,378,136,6,0,0,0,0,6,0,0,0,0,0
Industrial,2,MNI,MANCHESTER INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2019,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09D,09D,CENTRE,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,2019,,6942,3285,681,0,0,1928,0,0,1683,277,218,195,910,1367,633,27,625,462,0,150,0,19,0,0,0,2,0,0,503,125,719,23,98,0,1,98,0,144,29,2,19,3,570,474,1595,34,23,1,0,0,0,0,0,0,0,0,21,8,32,0,5,1,0,18,0,38,0,0,2,0,424,269,855,21,17,0,7,1273,1052,3559,52,27,0,21,823,956,491,609,24,3394,3535,268,486,162,139,527,714,535,342,159,62,263,472,172,182,631,672,550,337,160,96,531,958,334,321,1158,1386,1085,679,319,158,0,0,0,0,0,0,0,0,0,0,0
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,BUILT-OUT,1950s,2019,,1795,648,65,0,0,328,0,0,330,45,64,35,174,406,0,0,108,132,0,0,0,0,0,1,1,0,0,0,82,0,106,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,414,0,0,0,0,127,30,240,5,0,0,1,390,298,1035,8,5,0,2,164,238,85,106,0,860,933,36,60,43,58,112,104,80,104,114,149,32,65,30,78,115,112,86,92,166,157,68,125,73,136,227,216,166,196,280,306,0,0,0,0,0,0,0,0,0,0,0
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2019,,2478,1070,131,0,0,668,0,0,604,83,83,80,220,794,10,0,235,13,0,17,0,0,1,0,0,0,0,0,229,41,335,6,0,0,0,15,0,26,2,0,0,0,10,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,26,0,0,0,0,761,620,2057,19,9,0,1,244,389,195,190,7,1267,1202,55,144,63,80,171,174,168,203,142,67,59,124,56,74,128,178,173,204,133,73,114,268,119,154,299,352,341,407,275,140,0,0,0,0,0,0,0,0,0,0,0
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,BUILT-OUT,1950s,2019,,455,188,20,0,0,0,0,0,112,22,0,6,44,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,177,0,455,8,0,0,0,0,0,0,0,0,0,0,32,70,38,25,6,218,227,25,27,15,17,63,29,17,18,7,0,24,24,8,37,56,38,24,16,0,0,49,51,23,54,119,67,41,34,7,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MOP,MOUNT PLEASANT,CENTRE,BUILT-OUT,INNER CITY,2019,,5889,2831,547,0,0,1556,0,0,1561,332,205,102,631,1425,739,25,211,114,0,315,0,0,2,0,0,0,0,0,207,36,346,3,1,0,1,252,26,416,30,1,28,0,677,515,1813,30,30,0,0,0,0,0,0,0,0,0,20,0,33,0,5,0,0,2,0,0,0,0,0,0,96,71,160,5,9,2,10,1326,908,3119,56,22,0,2,752,957,402,452,13,3022,2839,236,334,111,134,489,639,453,386,166,74,195,303,101,148,491,640,378,325,162,96,437,637,212,282,980,1285,838,711,328,170,19,6,0,0,0,0,6,7,0,0,0
Residential,1,PKD,PARKDALE,CENTRE,BUILT-OUT,1950s,2019,,2566,1098,157,0,0,601,0,0,577,114,55,42,309,471,221,22,198,79,0,103,0,0,0,2,2,0,0,4,171,81,259,23,0,0,0,90,0,138,10,1,2,0,193,151,515,10,18,0,0,0,0,0,0,0,0,0,20,0,32,2,0,0,1,2,0,340,1,0,0,0,74,54,146,5,0,0,2,445,315,1136,11,11,0,4,295,383,131,181,0,1278,1279,89,102,28,61,213,212,138,214,137,84,72,101,28,53,237,210,135,207,117,119,161,203,56,114,450,422,273,421,254,203,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MIS,MISSION,CENTRE,BUILT-OUT,INNER CITY,2019,,4598,3479,31,0,0,881,0,0,1530,277,243,88,1341,73,2,0,3297,49,1,54,0,0,1,2,0,0,0,8,3076,827,4184,197,1,8,7,36,0,49,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,144,0,0,0,0,45,27,95,4,0,0,4,64,27,123,5,0,0,3,2137,979,77,26,0,2202,2273,36,22,13,117,825,478,226,196,180,109,32,36,12,158,929,394,194,170,174,174,68,58,25,281,1829,900,430,366,354,283,119,0,0,0,6,75,28,10,0,0,0
Residential,1,GRV,GREENVIEW,CENTRE,BUILT-OUT,1960s/1970s,2019,,1906,1120,159,0,0,386,0,0,413,83,39,34,538,206,30,0,512,309,0,63,0,0,0,0,0,0,0,1,461,100,696,49,0,1,1,32,0,47,28,0,0,2,24,6,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,149,654,21,0,0,0,194,131,460,11,0,0,0,430,375,101,83,7,970,926,88,71,22,52,201,215,133,96,56,36,66,79,24,51,184,207,100,112,61,42,154,150,46,103,385,422,233,208,117,78,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,BUILT-OUT,1950s,2019,,3635,1803,247,0,0,877,0,0,831,217,97,43,611,831,383,6,127,202,0,249,0,2,1,1,0,1,0,0,115,0,141,12,0,0,0,178,9,278,58,0,13,0,354,203,853,16,13,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,4,0,81,1,0,0,0,183,115,421,2,17,0,2,779,550,1847,43,6,0,5,510,611,251,221,13,1851,1748,112,168,64,58,332,378,255,236,124,124,131,158,52,72,327,339,236,210,108,115,243,326,116,130,659,717,491,446,232,239,0,0,0,0,0,0,0,0,0,0,0
